licno,address,capacity,boro,bbl,factype,cd,zipcode,juris,longitude,latitude,TableDate
0368506-DCA,333 E 14TH ST,44,Manhattan,1009210019.0,Garage,106.0,10003.0,NYCDCWP,-73.98318590000001,40.731919399999995,2022_08
1381151-DCA,2 5TH AVE,146,Manhattan,1005510001.0,Garage,102.0,10011.0,NYCDCWP,-73.9970665,40.7319975,2022_08
2079557-DCA,99 CHURCH ST,65,Manhattan,1001237502.0,Garage,101.0,10007.0,NYCDCWP,-74.0090359,40.7127756,2022_08
1460533-DCA,333 E 45TH ST,35,Manhattan,1013387502.0,Garage,106.0,10017.0,NYCDCWP,-73.9692385,40.751335600000004,2022_08
2046787-DCA,113 E 84TH ST,125,Manhattan,1015130007.0,Garage,108.0,10028.0,NYCDCWP,-73.9572997,40.7787463,2022_08
2063303-DCA,124 W 31ST ST,34,Manhattan,1008060056.0,Parking Lot,105.0,10001.0,NYCDCWP,-73.9904504,40.7481472,2022_08
2067143-DCA,131 E 55TH ST,67,Manhattan,1013100059.0,Garage and Parking Lot,105.0,10022.0,NYCDCWP,-73.9700936,40.760124499999996,2022_08
1192245-DCA,231 E 94TH ST,390,Manhattan,1015400014.0,Garage,108.0,10128.0,NYCDCWP,-73.9487964,40.7835105,2022_08
0904395-DCA,610 W 46TH ST,185,Manhattan,1010930021.0,Parking Lot,104.0,10036.0,NYCDCWP,-73.9974623,40.763359,2022_08
2087328-DCA,139 CHARLES ST,35,Manhattan,1006320034.0,Garage,102.0,10014.0,NYCDCWP,-74.0080537,40.734291799999994,2022_08
2080975-DCA,900 8TH AVE,355,Manhattan,1010257502.0,Garage and Parking Lot,105.0,10019.0,NYCDCWP,-73.9841668,40.7643323,2022_08
1002968-DCA,160 E 62ND ST,128,Manhattan,1013960033.0,Garage,108.0,10065.0,NYCDCWP,-73.9657675,40.7632523,2022_08
2096502-DCA,84 14TH ST,25,Brooklyn,3010390020.0,Garage,306.0,11215.0,NYCDCWP,-73.9949065,40.6688732,2022_08
0368199-DCA,61 E END AVE,69,Manhattan,1015900008.0,Garage,108.0,10028.0,NYCDCWP,-73.9460645,40.772544,2022_08
2057605-DCA,3217 IRWIN AVE,150,Bronx,2057597501.0,Garage,208.0,10463.0,NYCDCWP,-73.9079454,40.8827421,2022_08
2047157-DCA,301 E 79TH ST,225,Manhattan,1015427501.0,Garage,108.0,10075.0,NYCDCWP,-73.9542451,40.773327,2022_08
2027516-DCA,211 E 122ND ST,200,Manhattan,1017870001.0,Garage,111.0,10035.0,NYCDCWP,-73.93663149999999,40.8019353,2022_08
0974656-DCA,429 12TH ST,149,Brooklyn,3010960055.0,Garage,306.0,11215.0,NYCDCWP,-73.98192320000001,40.664774,2022_08
1277435-DCA,161 W 132ND ST,135,Manhattan,1019170005.0,Garage,110.0,10027.0,NYCDCWP,-73.9444022,40.8133354,2022_08
2051052-DCA,240 E 41ST ST,74,Manhattan,1013147501.0,Garage,106.0,10016.0,NYCDCWP,-73.9736751,40.7492096,2022_08
2076722-DCA,89 BARTLETT ST,89,Brooklyn,3022707501.0,Garage,301.0,11206.0,NYCDCWP,-73.9452667,40.7022203,2022_08
1413309-DCA,118 E 86TH ST,184,Manhattan,1015140008.0,Garage,108.0,10028.0,NYCDCWP,-73.956624,40.7794844,2022_08
2055878-DCA,1418 YORK AVE,28,Manhattan,1014877501.0,Garage,108.0,10021.0,NYCDCWP,-73.95176059999999,40.769025,2022_08
2050760-DCA,9425 57TH AVE,50,Queens,4019020010.0,Garage,404.0,11373.0,NYCDCWP,-73.8666066,40.7367812,2022_08
1321612-DCA,1042 LOWELL ST,39,Bronx,2027570040.0,Parking Lot,202.0,10459.0,NYCDCWP,-73.8872046,40.8257519,2022_08
1437533-DCA,4555 PEARSON ST,65,Queens,4000840023.0,Parking Lot,402.0,11101.0,NYCDCWP,-73.94355340000001,40.7449691,2022_08
2058907-DCA,10033 DITMARS BLVD,17,Queens,4016340001.0,Parking Lot,403.0,11369.0,NYCDCWP,-73.8696913,40.7702679,2022_08
1356319-DCA,65 NEW YORK AVE,90,Brooklyn,3012020005.0,Garage,308.0,11216.0,NYCDCWP,-73.9466638,40.6778831,2022_08
2106831-DCA,810 FULTON ST,135,Brooklyn,3020097501.0,Garage,302.0,11238.0,NYCDCWP,-73.96846219999999,40.6834877,2022_08
2106930-DCA,180 E 156TH ST,51,Bronx,2024580035.0,Garage,204.0,10451.0,NYCDCWP,-73.92378139,40.8228862,2022_08
2106841-DCA,550 W 25TH ST,163,Manhattan,1006960058.0,Garage,104.0,10001.0,NYCDCWP,-74.00546779999999,40.7496653,2022_08
2104452-DCA,159 W 21ST ST,78,Manhattan,1007970007.0,Garage,104.0,10011.0,NYCDCWP,-73.9957561,40.742710200000005,2022_08
2107054-DCA,2 S END AVE,69,Manhattan,1000167511.0,Garage,101.0,10280.0,NYCDCWP,-74.01724449999999,40.707921899999995,2022_08
2000587-DCA,95 OCEANA DR E,262,Brooklyn,3087208005.0,Garage,313.0,11235.0,NYCDCWP,-73.95886169,40.57647085,2022_08
2107029-DCA,15 W 72ND ST,200,Manhattan,1011250024.0,Garage and Parking Lot,107.0,10023.0,NYCDCWP,-73.9768487,40.7770749,2022_08
2104494-DCA,1904 SURF AVE,808,Brooklyn,3070730101.0,Parking Lot,313.0,11224.0,NYCDCWP,-73.9847303,40.573919000000004,2022_08
2107068-DCA,221 W 29TH ST,45,Manhattan,1007790027.0,Garage,105.0,10001.0,NYCDCWP,-73.993648,40.7484109,2022_08
2107057-DCA,1335 AVENUE OF THE AMERICAS,258,Manhattan,1010067502.0,Garage,105.0,10019.0,NYCDCWP,-73.9797127,40.7624432,2022_08
2104332-DCA,4161 KISSENA BLVD,808,Queens,4050450001.0,Garage,407.0,11355.0,NYCDCWP,-73.82687359999998,40.7577723,2022_08
2105164-DCA,1880 BATHGATE AVE,31,Bronx,2029247501.0,Garage,206.0,10457.0,NYCDCWP,-73.89693249999999,40.8461432,2022_08
2107044-DCA,8822 SUTPHIN BLVD,60,Queens,4096880014.0,Parking Lot,412.0,11435.0,NYCDCWP,-73.8093183,40.7042245,2022_08
2014863-DCA,300 PEARL ST,36,Manhattan,1000980001.0,Parking Lot,101.0,10038.0,NYCDCWP,-74.00267990000002,40.7082086,2022_08
1135083-DCA,460 2ND AVE,96,Manhattan,1009340001.0,Garage,106.0,10016.0,NYCDCWP,-73.9782398,40.7405865,2022_08
2088362-DCA,333 E 29TH ST,83,Manhattan,1009350013.0,Garage,106.0,10016.0,NYCDCWP,-73.9766301,40.7412834,2022_08
2104915-DCA,12 ECKFORD ST,41,Brooklyn,3027140033.0,Garage,301.0,11222.0,NYCDCWP,-73.94749559999998,40.7204438,2022_08
2106652-DCA,554 W 174TH ST,68,Manhattan,1021300012.0,Garage,112.0,10033.0,NYCDCWP,-73.9363527,40.8442449,2022_08
2106181-DCA,102 W 39TH ST,74,Manhattan,1008147501.0,Garage,105.0,10018.0,NYCDCWP,-73.9860356,40.7527744,2022_08
2106625-DCA,2910 BROADWAY,66,Queens,4005867501.0,Garage,401.0,11106.0,NYCDCWP,-73.926753,40.7623311,2022_08
2107482-DCA,785 DEKALB AVE,35,Brooklyn,3017760067.0,Garage,303.0,11221.0,NYCDCWP,-73.94480959999999,40.6923609,2022_08
2103990-DCA,6135 JUNCTION BLVD,1315,Queens,4020807501.0,Garage,406.0,11374.0,NYCDCWP,-73.863031,40.733126500000004,2022_08
2104317-DCA,9777 QUEENS BLVD,150,Queens,4020920001.0,Garage,406.0,11374.0,NYCDCWP,-73.858446,40.7292124,2022_08
2104338-DCA,545 E 116TH ST,1154,Manhattan,1017150022.0,Garage,111.0,10029.0,NYCDCWP,-73.9315603,40.7949059,2022_08
1093314-DCA,130 MALCOLM X BLVD,273,Manhattan,1016007501.0,Garage,110.0,10026.0,NYCDCWP,-73.94851120000001,40.802029,2022_08
2106763-DCA,182 E 95TH ST,112,Manhattan,1015230034.0,Garage and Parking Lot,108.0,10128.0,NYCDCWP,-73.9503412,40.784370200000005,2022_08
2104448-DCA,4212 28TH ST,50,Queens,4004220007.0,Garage,402.0,11101.0,NYCDCWP,-73.939713,40.749592,2022_08
2104050-DCA,350 W 37TH ST,83,Manhattan,1007600068.0,Garage,104.0,10018.0,NYCDCWP,-73.99439459999999,40.7548227,2022_08
2104075-DCA,11624 GROSVENOR LN,74,Queens,4033217504.0,Garage and Parking Lot,409.0,11418.0,NYCDCWP,-73.83539880000001,40.706902500000005,2022_08
2104241-DCA,80 CENTRAL PARK WEST,83,Manhattan,1011210029.0,Garage,107.0,10023.0,NYCDCWP,-73.9781387,40.774012,2022_08
2104762-DCA,333 GREENE AVE,40,Brooklyn,3019537503.0,Garage,303.0,11238.0,NYCDCWP,-73.9577617,40.6879418,2022_08
2106552-DCA,313 SAINT MARKS AVE,38,Brooklyn,3011460046.0,Garage,308.0,11238.0,NYCDCWP,-73.9647224,40.6781151,2022_08
2106554-DCA,525 CLINTON AVE,55,Brooklyn,3020117501.0,Garage,302.0,11238.0,NYCDCWP,-73.966321,40.682518200000004,2022_08
2104759-DCA,4123 CRESCENT ST,29,Queens,4004157502.0,Garage,401.0,11101.0,NYCDCWP,-73.9393214,40.75159,2022_08
2105251-DCA,4028 COLLEGE POINT BLVD,2583,Queens,4050667503.0,Garage,407.0,11354.0,NYCDCWP,-73.83559609999999,40.7570825,2022_08
2104758-DCA,14238 37TH AVE,105,Queens,4050117504.0,Garage and Parking Lot,407.0,11354.0,NYCDCWP,-73.8258615,40.7624753,2022_08
2105805-DCA,1824 PARK AVE,150,Manhattan,1017500040.0,Parking Lot,111.0,10035.0,NYCDCWP,-73.9390879,40.80563370000001,2022_08
2106567-DCA,95 WALL ST,97,Manhattan,1000330011.0,Garage,101.0,10005.0,NYCDCWP,-74.0075813,40.7046759,2022_08
2104125-DCA,9 PARK AVE,150,Manhattan,1008900003.0,Garage,106.0,10016.0,NYCDCWP,-73.9807568,40.7472073,2022_08
2106765-DCA,1886 BROADWAY,75,Manhattan,1011157503.0,Garage and Parking Lot,107.0,10023.0,NYCDCWP,-73.98157309999999,40.77076829999999,2022_08
2106704-DCA,14511 97TH AVE,75,Queens,4100260023.0,Parking Lot,412.0,11435.0,NYCDCWP,-73.8061786,40.6974177,2022_08
2106696-DCA,1939 W FARMS RD,65,Bronx,2030160050.0,Garage,206.0,10460.0,NYCDCWP,-73.88067232,40.83956496,2022_08
2105287-DCA,17 BATTERY PL,98,Manhattan,1000157501.0,Parking Lot,101.0,10004.0,NYCDCWP,-74.0158373,40.7056,2022_08
1348882-DCA,600 W 42ND ST,205,Manhattan,1010897502.0,Parking Lot,104.0,10036.0,NYCDCWP,-73.9992347,40.7607899,2022_08
2106825-DCA,460 E 167TH ST,36,Bronx,2023880037.0,Parking Lot,203.0,10456.0,NYCDCWP,-73.9084775,40.829841200000004,2022_08
2104197-DCA,12820 152ND AVE,600,Queens,0.0,Parking Lot,410.0,11420.0,NYCDCWP,-73.8164188,40.66399488,2022_08
2106748-DCA,14504 ATLANTIC AVE,40,Queens,2100260006.0,Parking Lot,412.0,11435.0,NYCDCWP,-73.80667759,40.69820357,2022_08
2104183-DCA,404 E 76TH ST,58,Manhattan,1014707501.0,Garage,108.0,10021.0,NYCDCWP,-73.95374559999999,40.7699535,2022_08
2096727-DCA,220 RIVERSIDE BLVD,290,Manhattan,1011717501.0,Garage,107.0,10069.0,NYCDCWP,-73.9876621,40.7789896,2022_08
2105692-DCA,800 FLATBUSH AVE,70,Brooklyn,3050630058.0,Garage,314.0,11226.0,NYCDCWP,-73.9598163,40.6532266,2022_08
2106595-DCA,1775 GRAND CONCOURSE,106,Bronx,2028227501.0,Garage,205.0,10453.0,NYCDCWP,-73.91039920000001,40.8464701,2022_08
2107501-DCA,330 W 58TH ST,95,Manhattan,1010480020.0,Garage,104.0,10019.0,NYCDCWP,-73.98368590000001,40.767549100000004,2022_08
2104550-DCA,2319 3RD AVE,121,Manhattan,1017900001.0,Garage,,,NYCDCWP,,,2022_08
2097938-DCA,515 6TH ST,305,Brooklyn,3010840039.0,Garage,306.0,11215.0,NYCDCWP,-73.978177,40.6681576,2022_08
2104481-DCA,5203 CENTER BLVD,150,Queens,4000060060.0,Garage,402.0,11101.0,NYCDCWP,-73.9595535,40.741915399999996,2022_08
2106453-DCA,100 E BROADWAY,60,Manhattan,1002827503.0,Garage,103.0,10002.0,NYCDCWP,-73.9932365,40.7140877,2022_08
2106797-DCA,98 FRONT ST,66,Brooklyn,3000517502.0,Garage,302.0,11201.0,NYCDCWP,-73.988899,40.701977500000005,2022_08
2104463-DCA,1831 MADISON AVE,58,Manhattan,1017460021.0,Parking Lot,111.0,10035.0,NYCDCWP,-73.94292340000001,40.802119700000006,2022_08
2105150-DCA,1881 STARR ST,64,Queens,4033950016.0,Garage,405.0,11385.0,NYCDCWP,-73.9174523,40.71131629999999,2022_08
2104502-DCA,2244 JACKSON AVE,250,Queens,4000860001.0,Garage and Parking Lot,,,NYCDCWP,,,2022_08
2105629-DCA,1505 MORRIS AVE,75,Bronx,2028200061.0,Parking Lot,204.0,10457.0,NYCDCWP,-73.90972679999999,40.841257399999996,2022_08
2104743-DCA,3050 W 21ST ST,150,Brooklyn,3070710123.0,Parking Lot,313.0,11224.0,NYCDCWP,-73.9878405,40.5734391,2022_08
2104130-DCA,2401 3RD AVE,183,Bronx,2023190002.0,Garage,201.0,10451.0,NYCDCWP,-73.9319146,40.808673600000006,2022_08
2107418-DCA,501 WEST 30TH STREET,240,Manhattan,1000220020.0,Garage,101.0,10004.0,NYCDCWP,-74.0125949,40.7059875,2022_08
2096441-DCA,741 61ST ST,134,Brooklyn,3057857501.0,Garage and Parking Lot,307.0,11220.0,NYCDCWP,-74.0111332,40.6357817,2022_08
2107572-DCA,3746 72ND ST,196,Queens,4012827501.0,Garage,403.0,11372.0,NYCDCWP,-73.8943498,40.747231799999994,2022_08
2107668-DCA,668 BUSHWICK AVE,72,Brooklyn,3031940024.0,Garage,304.0,11221.0,NYCDCWP,-73.9325551,40.6970561,2022_08
2105023-DCA,974 WESTCHESTER AVE,44,Bronx,2027130019.0,Parking Lot,202.0,10459.0,NYCDCWP,-73.89518029999999,40.822663399999996,2022_08
2107789-DCA,1510 GATES AVE,49,Brooklyn,3033457502.0,Parking Lot,304.0,11237.0,NYCDCWP,-73.9127512,40.6983823,2022_08
2105071-DCA,5521 8TH AVE,154,Brooklyn,3056790001.0,Garage,312.0,11220.0,NYCDCWP,-74.0067486,40.637755600000006,2022_08
2107787-DCA,10919 72ND RD,46,Queens,4032587502.0,Garage,406.0,11375.0,NYCDCWP,-73.8415363,40.7196002,2022_08
2107163-DCA,30-72 12TH STREET,218,Queens,4005040121.0,Garage,401.0,11102.0,NYCDCWP,-73.9334203,40.76959779999999,2022_08
2103994-DCA,29 11TH AVE,74,Manhattan,1006620003.0,Garage and Parking Lot,104.0,10011.0,NYCDCWP,-74.0105991,40.7435606,2022_08
2107903-DCA,773 E 233RD ST,60,Bronx,2049970001.0,Garage and Parking Lot,212.0,10466.0,NYCDCWP,-73.854871,40.892936299999995,2022_08
2105489-DCA,3603 PRINCE ST,260,Queens,4049717504.0,Garage,407.0,11354.0,NYCDCWP,-73.83254000000001,40.76232329999999,2022_08
2105165-DCA,3422 35TH ST,64,Queens,4006420036.0,Garage,401.0,11106.0,NYCDCWP,-73.92478,40.757691200000004,2022_08
1151777-DCA,418 E 167TH ST,64,Bronx,2023920071.0,Parking Lot,203.0,10456.0,NYCDCWP,-73.9096515,40.8301056,2022_08
2105592-DCA,250 E 144TH ST,62,Bronx,2023347501.0,Garage,201.0,10451.0,NYCDCWP,-73.9249863,40.8149547,2022_08
2105295-DCA,2077 SOUTHERN BLVD,116,Bronx,2031080008.0,Garage,206.0,10460.0,NYCDCWP,-73.8853959,40.8458442,2022_08
2104956-DCA,197 BERRY ST,142,Brooklyn,3023517501.0,Garage,301.0,11249.0,NYCDCWP,-73.9606513,40.7161782,2022_08
1184091-DCA,355 E 72ND ST,31,Manhattan,1014470023.0,Garage,108.0,10021.0,NYCDCWP,-73.9561512,40.768170399999995,2022_08
2014860-DCA,228 WATER ST,120,Manhattan,1000980001.0,Parking Lot,101.0,10038.0,NYCDCWP,-74.00267990000002,40.7082086,2022_08
2104942-DCA,360 W 43RD ST,105,Manhattan,1010330001.0,Garage,104.0,10036.0,NYCDCWP,-73.9919072,40.7586158,2022_08
2105057-DCA,55 W END AVE,375,Manhattan,1011710069.0,Garage,107.0,10069.0,NYCDCWP,-73.98937070000001,40.774812299999994,2022_08
2107689-DCA,14238 37TH AVE,105,Queens,4050117504.0,Garage,407.0,11354.0,NYCDCWP,-73.8258615,40.7624753,2022_08
2107942-DCA,800 5TH AVE,150,Manhattan,1013760001.0,Garage and Parking Lot,108.0,10065.0,NYCDCWP,-73.97142690000001,40.7655046,2022_08
2107827-DCA,4025 82ND ST,124,Queens,4014930015.0,Garage,404.0,11373.0,NYCDCWP,-73.8834224,40.7468809,2022_08
2107805-DCA,24 LEONARD ST,160,Manhattan,1001797508.0,Garage,101.0,10013.0,NYCDCWP,-74.0076478,40.718295399999995,2022_08
2104905-DCA,282 S 5TH ST,153,Brooklyn,3024607501.0,Garage,301.0,11211.0,NYCDCWP,-73.95823890000001,40.7089449,2022_08
2105515-DCA,124 W 60TH ST,125,Manhattan,1011317502.0,Garage,107.0,10023.0,NYCDCWP,-73.98585870000001,40.7700965,2022_08
1071282-DCA,600 W 246TH ST,84,Bronx,2059090825.0,Garage,208.0,10471.0,NYCDCWP,-73.9109713,40.8915824,2022_08
2105514-DCA,200 W 60TH ST,265,Manhattan,1011517501.0,Garage,107.0,10023.0,NYCDCWP,-73.9877972,40.770898100000004,2022_08
2105562-DCA,1872 E TREMONT AVE,100,Bronx,2039270008.0,Garage,209.0,10460.0,NYCDCWP,-73.86468149999999,40.8407413,2022_08
2105738-DCA,123 LINDEN BLVD,293,Brooklyn,3050840082.0,Garage,317.0,11226.0,NYCDCWP,-73.9542195,40.6530653,2022_08
2103389-DCA,20990 23RD AVE,702,Queens,4058937501.0,Garage,407.0,11360.0,NYCDCWP,-73.7810506,40.778409,2022_08
2105665-DCA,296 W FORDHAM RD,75,Bronx,2032330065.0,Parking Lot,207.0,10468.0,NYCDCWP,-73.91245040000001,40.8615374,2022_08
2105668-DCA,700 PACIFIC ST,170,Brooklyn,3011287501.0,Garage,308.0,11217.0,NYCDCWP,-73.97218029999999,40.6815399,2022_08
1071283-DCA,600 W 246TH ST,54,Bronx,2059090825.0,Parking Lot,208.0,10471.0,NYCDCWP,-73.9109713,40.8915824,2022_08
2020467-DCA,4275 BROADWAY,25,Manhattan,1021800095.0,Parking Lot,112.0,10033.0,NYCDCWP,-73.9356883,40.8509938,2022_08
2058395-DCA,504 MYRTLE AVE,99,Brooklyn,3020097501.0,Garage,302.0,11238.0,NYCDCWP,-73.96846219999999,40.6834877,2022_08
1422057-DCA,332 W 44TH ST,273,Manhattan,1010340010.0,Parking Lot,104.0,10036.0,NYCDCWP,-73.99062940000002,40.75871179999999,2022_08
0834487-DCA,10 W 15TH ST,117,Manhattan,1008160031.0,Garage,105.0,10011.0,NYCDCWP,-73.9941652,40.7366964,2022_08
2106435-DCA,14 CHARLTON ST,63,Manhattan,1005060027.0,Garage,102.0,10013.0,NYCDCWP,-74.0039001,40.7266644,2022_08
2106459-DCA,101 E 16TH ST,61,Manhattan,1008720001.0,Garage,105.0,10003.0,NYCDCWP,-73.9889186,40.7360125,2022_08
0959012-DCA,2155 E TREMONT AVE,150,Bronx,2040420254.0,Parking Lot,211.0,10462.0,NYCDCWP,-73.8587226,40.8420845,2022_08
1004302-DCA,113 ROEBLING ST,6,Brooklyn,3023380004.0,Parking Lot,301.0,11211.0,NYCDCWP,-73.9558578,40.7152378,2022_08
0904670-DCA,2875 W 8TH ST,310,Brooklyn,3072790153.0,Parking Lot,313.0,11224.0,NYCDCWP,-73.97554609999999,40.5779249,2022_08
2083093-DCA,951 RIVER AVE,668,Bronx,2024930001.0,Garage,204.0,10451.0,NYCDCWP,-73.92644770000001,40.8295741,2022_08
2090764-DCA,1 EASTERN PKWY,169,Brooklyn,3011727502.0,Garage,308.0,11238.0,NYCDCWP,-73.9684236,40.6735406,2022_08
2082681-DCA,866 UNITED NATIONS PLZ,175,Manhattan,1013607501.0,Garage,106.0,10017.0,NYCDCWP,-73.9659896,40.7525205,2022_08
2095787-DCA,333 E 34TH ST,56,Manhattan,1009407501.0,Garage,106.0,10016.0,NYCDCWP,-73.97416059999999,40.7443624,2022_08
1432040-DCA,1908 PARK AVE,149,Manhattan,1017540040.0,Garage and Parking Lot,111.0,10037.0,NYCDCWP,-73.9372469,40.808193599999996,2022_08
2090008-DCA,99 JOHN ST,102,Manhattan,1000767502.0,Garage,101.0,10038.0,NYCDCWP,-74.0060199,40.7082716,2022_08
2095786-DCA,333 E 69TH ST,67,Manhattan,1014440015.0,Garage,108.0,10021.0,NYCDCWP,-73.95805849999999,40.7663898,2022_08
1151780-DCA,420 E 167TH ST,64,Bronx,2023920071.0,Parking Lot,203.0,10456.0,NYCDCWP,-73.9096515,40.8301056,2022_08
1073375-DCA,142 9TH ST,18,Brooklyn,3010080014.0,Parking Lot,306.0,11215.0,NYCDCWP,-73.99301,40.6721394,2022_08
1435928-DCA,3936 10TH AVE,13,Manhattan,1022230034.0,Parking Lot,112.0,10034.0,NYCDCWP,-73.9180482,40.866199200000004,2022_08
0693530-DCA,584 ACADEMY ST,50,Manhattan,1022200023.0,Parking Lot,112.0,10034.0,NYCDCWP,-73.923774,40.8640102,2022_08
1227187-DCA,8002 KEW GARDENS RD,482,Queens,4033480037.0,Garage,409.0,11415.0,NYCDCWP,-73.83126290000001,40.713599200000004,2022_08
2088937-DCA,300 E 46TH ST,36,Manhattan,1013380049.0,Garage,106.0,10017.0,NYCDCWP,-73.97019470000001,40.75201929999999,2022_08
1075136-DCA,1040 FREEMAN ST,96,Bronx,2030060005.0,Garage,203.0,10459.0,NYCDCWP,-73.8865574,40.8281172,2022_08
0469978-DCA,25 W 174TH ST,20,Bronx,2028670001.0,Parking Lot,205.0,10453.0,NYCDCWP,-73.91443249999999,40.846701,2022_08
2092475-DCA,214 W 88TH ST,131,Manhattan,1012350042.0,Garage and Parking Lot,107.0,10024.0,NYCDCWP,-73.9753386,40.7891157,2022_08
1462898-DCA,14520 JAMAICA AVE,56,Queens,4099850091.0,Parking Lot,412.0,11435.0,NYCDCWP,-73.8092429,40.701564700000006,2022_08
2090769-DCA,1725 YORK AVE,104,Manhattan,1015690016.0,Garage,108.0,10128.0,NYCDCWP,-73.9459804,40.7783189,2022_08
2096426-DCA,115 E 57TH ST,94,Manhattan,1013127501.0,Garage,105.0,10022.0,NYCDCWP,-73.9697572,40.7617109,2022_08
2083100-DCA,30 E 161ST ST,1580,Bronx,2024990001.0,Garage,204.0,10451.0,NYCDCWP,-73.9293113,40.8279647,2022_08
2001043-DCA,1845 PARK AVE,88,Manhattan,1017750003.0,Garage and Parking Lot,111.0,10035.0,NYCDCWP,-73.93762459999999,40.80603920000001,2022_08
1407209-DCA,1040 BORDEN AVE,140,Queens,4000370025.0,Parking Lot,402.0,11101.0,NYCDCWP,-73.9527698,40.74080670000001,2022_08
2008790-DCA,635 W 42ND ST,100,Manhattan,1010907501.0,Garage,104.0,10036.0,NYCDCWP,-73.9996498,40.7617808,2022_08
1341578-DCA,1185 RIVER AVE,100,Bronx,2024960064.0,Parking Lot,204.0,10452.0,NYCDCWP,-73.92197840000001,40.83524439999999,2022_08
1342009-DCA,53 E 177TH ST,46,Bronx,2028280001.0,Parking Lot,205.0,10453.0,NYCDCWP,-73.9088726,40.8500618,2022_08
2055724-DCA,730 E FORDHAM RD,9,Bronx,2031150028.0,Parking Lot,206.0,10458.0,NYCDCWP,-73.8816497,40.856964700000006,2022_08
2098202-DCA,1094 BROOK AVE,130,Bronx,2023920056.0,Parking Lot,203.0,10456.0,NYCDCWP,-73.9102957,40.8294226,2022_08
2054405-DCA,425 E 61ST ST,225,Manhattan,1014567501.0,Garage,108.0,10065.0,NYCDCWP,-73.95927859999999,40.760521999999995,2022_08
2083950-DCA,36-38 CENTRAL PARK S,108,Manhattan,1012740011.0,Garage,105.0,10019.0,NYCDCWP,-73.9753801,40.7648111,2022_08
2061663-DCA,180 ORCHARD ST,99,Manhattan,1004127501.0,Garage,103.0,10002.0,NYCDCWP,-73.9880191,40.72174520000001,2022_08
0998155-DCA,11109 QUEENS BLVD,99,Queens,4022397501.0,Garage,406.0,11375.0,NYCDCWP,-73.8378431,40.719246399999996,2022_08
2086490-DCA,73 W 55TH ST,61,Manhattan,1012717501.0,Garage,105.0,10019.0,NYCDCWP,-73.97766209999999,40.7630631,2022_08
2090765-DCA,199 WATER ST,99,Manhattan,1000747501.0,Garage,101.0,10038.0,NYCDCWP,-74.00437149999999,40.7068609,2022_08
1242162-DCA,4370 KISSENA BLVD,162,Queens,4051370102.0,Garage,407.0,11355.0,NYCDCWP,-73.82355290000001,40.7536255,2022_08
2082737-DCA,475 PARK AVE S,150,Manhattan,1008870095.0,Garage,105.0,10016.0,NYCDCWP,-73.982089,40.7454015,2022_08
2086484-DCA,169 E 60TH ST,34,Manhattan,1013957501.0,Garage,108.0,10065.0,NYCDCWP,-73.96634909999999,40.762591,2022_08
2092816-DCA,5229 BROADWAY,49,Manhattan,1022150604.0,Parking Lot,208.0,10463.0,NYCDCWP,-73.9092718,40.87536,2022_08
1185592-DCA,3 SHERIDAN SQ,51,Manhattan,1005910026.0,Garage,102.0,10014.0,NYCDCWP,-74.0026232,40.732853799999994,2022_08
2051094-DCA,20 N 5TH ST,174,Brooklyn,3023407502.0,Garage and Parking Lot,301.0,11249.0,NYCDCWP,-73.9635102,40.7191929,2022_08
2008959-DCA,242 DYCKMAN ST,40,Manhattan,1022460065.0,Parking Lot,112.0,10034.0,NYCDCWP,-73.9284718,40.8660689,2022_08
2096165-DCA,150 W 68TH ST,158,Manhattan,1011390001.0,Garage,107.0,10023.0,NYCDCWP,-73.98334090000002,40.7755664,2022_08
0812452-DCA,577 MANHATTAN AVE,99,Brooklyn,3026790031.0,Parking Lot,301.0,11222.0,NYCDCWP,-73.9503945,40.722539399999995,2022_08
1333128-DCA,2721 BRONXWOOD AVE,75,Bronx,2045140044.0,Garage,211.0,10469.0,NYCDCWP,-73.86188840000001,40.8665492,2022_08
2060722-DCA,8020 COOPER AVE,660,Queens,4038100350.0,Garage and Parking Lot,405.0,11385.0,NYCDCWP,-73.86848140000001,40.708353100000004,2022_08
1396660-DCA,2801 JEROME AVE,300,Bronx,2032470110.0,Parking Lot,207.0,10468.0,NYCDCWP,-73.89179279999999,40.872830799999996,2022_08
2090005-DCA,15 CLIFF ST,80,Manhattan,1000767501.0,Garage,101.0,10038.0,NYCDCWP,-74.005634,40.708373200000004,2022_08
2087759-DCA,132 E 35TH ST,85,Manhattan,1008900020.0,Garage and Parking Lot,106.0,10016.0,NYCDCWP,-73.9796958,40.7468723,2022_08
0831034-DCA,3223 JOHNSON AVE,36,Bronx,2057870177.0,Garage and Parking Lot,208.0,10463.0,NYCDCWP,-73.910746,40.8842814,2022_08
2106439-DCA,351 E 51ST ST,15,Manhattan,1013447502.0,Garage,106.0,10022.0,NYCDCWP,-73.965891,40.7548617,2022_08
2105998-DCA,203 E 61ST ST,131,Manhattan,1014167501.0,Garage,108.0,10065.0,NYCDCWP,-73.9650782,40.7630161,2022_08
2105591-DCA,253 E 142ND ST,68,Bronx,2023347501.0,Garage,201.0,10451.0,NYCDCWP,-73.9249863,40.8149547,2022_08
2107466-DCA,1 METROTECH CTR,270,Brooklyn,3001470004.0,Garage,302.0,11201.0,NYCDCWP,-73.98671879999999,40.6932215,2022_08
