licno,address,capacity,boro,bbl,factype,cd,zipcode,juris,longitude,latitude,TableDate
1461257-DCA,450 E 79TH ST,25,Manhattan,1014737502.0,Garage,108.0,10075.0,NYCDCWP,-73.9509287,40.7712287,2022_08
1461250-DCA,89-35 162ND ST,405,Queens,4097610018.0,Garage,412.0,11432.0,NYCDCWP,-73.79799240000001,40.7056956,2022_08
2005454-DCA,6536 99TH ST,125,Queens,4021040001.0,Garage and Parking Lot,406.0,11374.0,NYCDCWP,-73.8558066,40.728437799999995,2022_08
2088491-DCA,376 E 184TH ST,147,Bronx,2031430285.0,Parking Lot,205.0,10458.0,NYCDCWP,-73.8962029,40.8573849,2022_08
1250775-DCA,590 FLATBUSH AVE,121,Brooklyn,3050260132.0,Garage,309.0,11225.0,NYCDCWP,-73.9612148,40.6589856,2022_08
2011234-DCA,4110 CRESCENT ST,125,Queens,4004140023.0,Garage,401.0,11101.0,NYCDCWP,-73.93970340000001,40.752199499999996,2022_08
0959355-DCA,127 E 83RD ST,200,Manhattan,1015120014.0,Garage,108.0,10028.0,NYCDCWP,-73.9571991,40.7778762,2022_08
1447575-DCA,2955 SHELL RD,115,Brooklyn,3072697501.0,Parking Lot,313.0,11224.0,NYCDCWP,-73.97524609999999,40.581221299999996,2022_08
2085989-DCA,33 CATON PL,68,Brooklyn,3053200024.0,Garage,307.0,11218.0,NYCDCWP,-73.9739307,40.649506,2022_08
2052194-DCA,641 WASHINGTON ST,67,Manhattan,1006040033.0,Garage and Parking Lot,102.0,10014.0,NYCDCWP,-74.00818340000001,40.73225789999999,2022_08
2047160-DCA,337 E 64TH ST,300,Manhattan,1014390019.0,Garage and Parking Lot,108.0,10065.0,NYCDCWP,-73.96018670000001,40.7631984,2022_08
2083153-DCA,1560 JEROME AVE,150,Bronx,2028460027.0,Garage,204.0,10452.0,NYCDCWP,-73.9147724,40.8437946,2022_08
0944416-DCA,6698 E BURNSIDE AVE,11,Bronx,2028290045.0,Parking Lot,205.0,10453.0,NYCDCWP,-73.9062297,40.8530706,2022_08
1246823-DCA,310 LEXINGTON AVE,26,Manhattan,1008930020.0,Garage,106.0,10016.0,NYCDCWP,-73.97834909999999,40.748774100000006,2022_08
2015360-DCA,89-22 165 STREET,250,Queens,4097940048.0,Parking Lot,412.0,11432.0,NYCDCWP,-73.7964587,40.7071614,2022_08
1413293-DCA,60 SUTTON PL S,213,Manhattan,1013650020.0,Garage,106.0,10022.0,NYCDCWP,-73.9628552,40.7553438,2022_08
0851982-DCA,156 W 56TH ST,105,Manhattan,1010087503.0,Garage,105.0,10019.0,NYCDCWP,-73.9797447,40.764241,2022_08
1308591-DCA,351 E 84TH ST,92,Manhattan,1015470023.0,Parking Lot,108.0,10028.0,NYCDCWP,-73.9504413,40.7759879,2022_08
1104541-DCA,115 TRUXTON ST,18,Brooklyn,3015440042.0,Parking Lot,316.0,11233.0,NYCDCWP,-73.9051803,40.6789268,2022_08
1202048-DCA,2409 JEROME AVE,80,Bronx,2031990106.0,Parking Lot,207.0,10468.0,NYCDCWP,-73.90230600000001,40.8616033,2022_08
1066286-DCA,13347 SANFORD AVE,113,Queens,4050427504.0,Parking Lot,407.0,11355.0,NYCDCWP,-73.8294681,40.7566673,2022_08
2001240-DCA,17511 HILLSIDE AVE,104,Queens,4098350040.0,Parking Lot,408.0,11432.0,NYCDCWP,-73.78596359999999,40.712513799999996,2022_08
0959098-DCA,2000 BROADWAY,57,Manhattan,1011407502.0,Garage,107.0,10023.0,NYCDCWP,-73.9815537,40.7754947,2022_08
2082400-DCA,4129 24TH ST,37,Queens,4004140117.0,Garage,401.0,11101.0,NYCDCWP,-73.94031740000001,40.7517717,2022_08
0904077-DCA,10404 DITMARS BLVD,290,Queens,4016400020.0,Garage and Parking Lot,403.0,11369.0,NYCDCWP,-73.8676526,40.7679106,2022_08
2098157-DCA,235 GOLD ST,150,Brooklyn,3001220013.0,Garage,302.0,11201.0,NYCDCWP,-73.9827619,40.6969758,2022_08
1181333-DCA,250 W 89TH ST,52,Manhattan,1012367501.0,Garage,107.0,10024.0,NYCDCWP,-73.97560899999999,40.7902082,2022_08
2037121-DCA,14432 JAMAICA AVE,42,Queens,4099850004.0,Parking Lot,412.0,11435.0,NYCDCWP,-73.8103207,40.7017696,2022_08
2081394-DCA,181 FRONT ST,48,Brooklyn,3000410042.0,Garage,302.0,11201.0,NYCDCWP,-73.98596309999999,40.702597499999996,2022_08
2069414-DCA,55 RICHMAN PLZ,800,Bronx,2028820229.0,Garage,205.0,10453.0,NYCDCWP,-73.9226493,40.8518696,2022_08
2073661-DCA,409 E 119TH ST,99,Manhattan,1018070005.0,Garage,111.0,10035.0,NYCDCWP,-73.93328000000001,40.7978849,2022_08
1003637-DCA,711 E 139TH ST,45,Bronx,2025680020.0,Parking Lot,201.0,10454.0,NYCDCWP,-73.9124873,40.805998100000004,2022_08
1435265-DCA,332 E 76TH ST,290,Manhattan,1014500043.0,Garage,108.0,10021.0,NYCDCWP,-73.9558714,40.7708794,2022_08
2069421-DCA,13810 135TH AVE,125,Queens,4120930020.0,Parking Lot,412.0,11436.0,NYCDCWP,-73.79928740000001,40.6673039,2022_08
2078732-DCA,1411 BROADWAY,150,Manhattan,1008150001.0,Garage,105.0,10018.0,NYCDCWP,-73.9875657,40.7541936,2022_08
1312449-DCA,30 E 65TH ST,31,Manhattan,1013790051.0,Garage,108.0,10065.0,NYCDCWP,-73.9684443,40.7670161,2022_08
2047955-DCA,300 E 34TH ST,148,Manhattan,1009390001.0,Garage,106.0,10016.0,NYCDCWP,-73.9756836,40.7442859,2022_08
1030813-DCA,2 PLAZA ST,69,Brooklyn,3011690001.0,Garage,308.0,11238.0,NYCDCWP,-73.9708777,40.675671200000004,2022_08
1401356-DCA,505 W 37TH ST,282,Manhattan,1007090031.0,Garage,104.0,10018.0,NYCDCWP,-73.99816640000002,40.7570598,2022_08
1460642-DCA,415 E 37TH ST,60,Manhattan,1009697501.0,Garage,106.0,10016.0,NYCDCWP,-73.9712296,40.7456902,2022_08
0429690-DCA,605 E 82ND ST,110,Manhattan,1015900007.0,Garage,108.0,10028.0,NYCDCWP,-73.94580479999999,40.7722749,2022_08
0800698-DCA,237 E 36TH ST,35,Manhattan,1009170021.0,Parking Lot,106.0,10016.0,NYCDCWP,-73.9754554,40.746522799999994,2022_08
1309011-DCA,453 W 37TH ST,163,Manhattan,1007350006.0,Garage,104.0,10018.0,NYCDCWP,-73.99708709999999,40.756623299999994,2022_08
2083029-DCA,35 PARK AVE,47,Manhattan,1008910003.0,Garage,106.0,10016.0,NYCDCWP,-73.9802224,40.747962,2022_08
2076388-DCA,1325 1ST AVE,268,Manhattan,1014460023.0,Garage,108.0,10021.0,NYCDCWP,-73.9567328,40.767635399999996,2022_08
2086064-DCA,13 GOLD ST,9,Manhattan,1000680029.0,Parking Lot,101.0,10038.0,NYCDCWP,-74.00710550000001,40.7077912,2022_08
2081381-DCA,124 W 20TH ST,155,Manhattan,1007950056.0,Garage,104.0,10011.0,NYCDCWP,-73.995536,40.741370700000004,2022_08
1192275-DCA,80 E END AVE,35,Manhattan,1015800023.0,Garage,108.0,10028.0,NYCDCWP,-73.9464394,40.7733401,2022_08
1460959-DCA,200 E 69TH ST,200,Manhattan,1014237501.0,Garage,108.0,10021.0,NYCDCWP,-73.96176190000001,40.7672886,2022_08
2015306-DCA,301 E 48TH ST,42,Manhattan,1013410001.0,Garage,106.0,10017.0,NYCDCWP,-73.96892340000001,40.7537262,2022_08
2049378-DCA,1759 RIDGEWOOD PL,138,Brooklyn,3033540001.0,Parking Lot,304.0,11237.0,NYCDCWP,-73.91141970000001,40.6989714,2022_08
1460647-DCA,306 GOLD ST,122,Brooklyn,3001337501.0,Garage,302.0,11201.0,NYCDCWP,-73.9835738,40.695049100000006,2022_08
0368322-DCA,777 3RD AVE,92,Manhattan,1013220001.0,Garage,106.0,10017.0,NYCDCWP,-73.9710922,40.7547122,2022_08
0469515-DCA,12 BEEKMAN PL,38,Manhattan,1013610039.0,Garage,106.0,10022.0,NYCDCWP,-73.9652168,40.75326679999999,2022_08
1313013-DCA,532 SEMINARY ROW,180,Manhattan,1019760056.0,Garage,109.0,10027.0,NYCDCWP,-73.9605481,40.8113356,2022_08
2038683-DCA,180 FRANKLIN AVE,59,Brooklyn,3019120040.0,Garage,303.0,11205.0,NYCDCWP,-73.9582379,40.69333820000001,2022_08
2001881-DCA,2148 BROADWAY,155,Manhattan,1011677502.0,Garage and Parking Lot,107.0,10023.0,NYCDCWP,-73.98066390000001,40.781313399999995,2022_08
2047628-DCA,7 W 21ST ST,200,Manhattan,1008237507.0,Garage,105.0,10010.0,NYCDCWP,-73.99112990000002,40.74094229999999,2022_08
2086374-DCA,240 E BROADWAY,418,Manhattan,1003150001.0,Garage,103.0,10002.0,NYCDCWP,-73.98590279999999,40.715056,2022_08
2083087-DCA,950 RIVER AVE,1205,Bronx,2024850001.0,Garage,204.0,10452.0,NYCDCWP,-73.9242,40.829693400000004,2022_08
2027380-DCA,3804 NOSTRAND AVE,69,Brooklyn,3074450001.0,Garage,315.0,11235.0,NYCDCWP,-73.94036059999999,40.590562799999994,2022_08
0368933-DCA,511 E 80TH ST,50,Manhattan,1015770008.0,Garage,108.0,10075.0,NYCDCWP,-73.9488198,40.7718536,2022_08
2068161-DCA,13530 140TH ST,247,Queens,4120930034.0,Garage and Parking Lot,412.0,11436.0,NYCDCWP,-73.7984835,40.6673355,2022_08
2096164-DCA,1133 6TH AVE,152,Manhattan,1009960029.0,Garage,105.0,10036.0,NYCDCWP,-73.9838656,40.756056799999996,2022_08
2083101-DCA,20 E 161ST ST,933,Bronx,2024990108.0,Garage,204.0,10451.0,NYCDCWP,-73.93019890000001,40.8292059,2022_08
2083091-DCA,71 E 153RD ST,2301,Bronx,2024900001.0,Garage,204.0,10451.0,NYCDCWP,-73.9283636,40.8254829,2022_08
2011620-DCA,2470 HUGHES AVE,20,Bronx,2030760037.0,Parking Lot,206.0,10458.0,NYCDCWP,-73.8854244,40.856570500000004,2022_08
2095759-DCA,111 E 87TH ST,30,Manhattan,1015160005.0,Garage,108.0,10128.0,NYCDCWP,-73.9560129,40.7808099,2022_08
2093115-DCA,1880 BROADWAY,162,Manhattan,1011147503.0,Garage,107.0,10023.0,NYCDCWP,-73.9813928,40.7698598,2022_08
2090291-DCA,595 GERARD AVE,101,Bronx,2023540001.0,Parking Lot,204.0,10451.0,NYCDCWP,-73.9290117,40.8208584,2022_08
2093271-DCA,107 COLUMBIA HTS,68,Brooklyn,3002240005.0,Garage and Parking Lot,302.0,11201.0,NYCDCWP,-73.9953585,40.6993485,2022_08
2074114-DCA,3515 FARRINGTON ST,58,Queens,4049597502.0,Garage,407.0,11354.0,NYCDCWP,-73.8311858,40.7639846,2022_08
2018558-DCA,300 E 77TH ST,28,Manhattan,1014517501.0,Garage,108.0,10075.0,NYCDCWP,-73.9558167,40.771689,2022_08
2082673-DCA,413 GRAND ST,87,Manhattan,1003150001.0,Garage,103.0,10002.0,NYCDCWP,-73.98590279999999,40.715056,2022_08
2096250-DCA,2740 HOYT AVE S,100,Queens,4008390001.0,Garage and Parking Lot,401.0,11102.0,NYCDCWP,-73.919411,40.7709804,2022_08
2082682-DCA,750 LEXINGTON AVE,72,Manhattan,1013940013.0,Garage,108.0,10022.0,NYCDCWP,-73.9682622,40.7626684,2022_08
2052882-DCA,514 E 178TH ST,66,Bronx,2030430072.0,Parking Lot,206.0,10457.0,NYCDCWP,-73.8962947,40.847202100000004,2022_08
2090766-DCA,171 CLERMONT AVE,102,Brooklyn,3020750012.0,Garage,302.0,11205.0,NYCDCWP,-73.9702249,40.6925432,2022_08
0928927-DCA,422 E 91ST ST,135,Manhattan,1015700037.0,Garage,108.0,10128.0,NYCDCWP,-73.9461059,40.77941129999999,2022_08
2047939-DCA,3720 PRINCE ST,200,Queens,4049727501.0,Garage,407.0,11354.0,NYCDCWP,-73.8330219,40.760172100000005,2022_08
1216003-DCA,7025 YELLOWSTONE BLVD,208,Queens,4032360035.0,Garage,406.0,11375.0,NYCDCWP,-73.8492578,40.722152200000004,2022_08
2043391-DCA,35 W 33RD ST,34,Manhattan,1008350015.0,Garage,105.0,10001.0,NYCDCWP,-73.9868304,40.7487644,2022_08
1328826-DCA,556 STATE ST,25,Brooklyn,3001807502.0,Garage,302.0,11217.0,NYCDCWP,-73.9789142,40.6850107,2022_08
2015453-DCA,1 JFK INTL AIRPORT BLVD,42,Queens,0.0,Parking Lot,410.0,11422.0,NYCDCWP,-73.74330808,40.63972274,2022_08
2047949-DCA,1320 SURF AVE,25,Brooklyn,3070740250.0,Parking Lot,313.0,11224.0,NYCDCWP,-73.98196899999999,40.5752636,2022_08
1414489-DCA,443 E 49TH ST,150,Manhattan,1013610023.0,Garage,106.0,10017.0,NYCDCWP,-73.96398609999999,40.753217,2022_08
1251169-DCA,322 E 66TH ST,50,Manhattan,1014400005.0,Garage,108.0,10065.0,NYCDCWP,-73.96065899999999,40.764252500000005,2022_08
2014575-DCA,1544 E 174TH ST,107,Bronx,2038850001.0,Parking Lot,209.0,10472.0,NYCDCWP,-73.8788937,40.8338843,2022_08
2087770-DCA,240 E 35TH ST,25,Manhattan,1009150038.0,Garage,106.0,10016.0,NYCDCWP,-73.9762064,40.745543100000006,2022_08
2090192-DCA,200 E 27TH ST,68,Manhattan,1009070056.0,Garage and Parking Lot,106.0,10016.0,NYCDCWP,-73.98094259999999,40.740897100000005,2022_08
1315856-DCA,44 W 62ND ST,143,Manhattan,1011140061.0,Garage,107.0,10023.0,NYCDCWP,-73.98313279999999,40.7707301,2022_08
1263718-DCA,6574 WETHEROLE ST,25,Queens,4031000026.0,Garage,406.0,11374.0,NYCDCWP,-73.85813990000001,40.7255176,2022_08
2015453-DCA,1 JFK INTL AIRPORT BLVD,42,Queens,0.0,Parking Lot,410.0,11422.0,NYCDCWP,-73.74330808,40.63972274,2022_08
2015453-DCA,1 JFK INTL AIRPORT BLVD,42,Queens,4138950001.0,Parking Lot,413.0,11422.0,NYCDCWP,-73.7433081,40.6397227,2022_08
2015453-DCA,1 JFK INTL AIRPORT BLVD,42,Queens,4138950001.0,Parking Lot,413.0,11422.0,NYCDCWP,-73.7433081,40.6397227,2022_08
2083115-DCA,10724 71ST RD,110,Queens,4032577501.0,Garage,406.0,11375.0,NYCDCWP,-73.8429598,40.7202279,2022_08
2015453-DCA,1 JFK INTL AIRPORT BLVD,42,Queens,0.0,Parking Lot,410.0,11422.0,NYCDCWP,-73.74330808,40.63972274,2022_08
2015453-DCA,1 JFK INTL AIRPORT BLVD,42,Queens,4138950001.0,Parking Lot,413.0,11422.0,NYCDCWP,-73.7433081,40.6397227,2022_08
2015453-DCA,1 JFK INTL AIRPORT BLVD,42,Queens,0.0,Parking Lot,410.0,11422.0,NYCDCWP,-73.74330808,40.63972274,2022_08
2015453-DCA,1 JFK INTL AIRPORT BLVD,42,Queens,4138950001.0,Parking Lot,413.0,11422.0,NYCDCWP,-73.7433081,40.6397227,2022_08
1099266-DCA,1815 215TH ST,244,Queens,4059380007.0,Garage,407.0,11360.0,NYCDCWP,-73.78158640000001,40.788982700000005,2022_08
1268885-DCA,25 BOND ST,48,Manhattan,1005297508.0,Garage,102.0,10012.0,NYCDCWP,-73.9938125,40.726183899999995,2022_08
2094608-DCA,422 E 72ND ST,77,Manhattan,1014667501.0,Garage and Parking Lot,108.0,10021.0,NYCDCWP,-73.9550257,40.7668525,2022_08
1340500-DCA,4353 BROADWAY,9,Manhattan,1021800140.0,Parking Lot,112.0,10033.0,NYCDCWP,-73.93438809999999,40.853575799999994,2022_08
2083545-DCA,188 E 64TH ST,100,Manhattan,1013987501.0,Garage,108.0,10065.0,NYCDCWP,-73.9648427,40.7644982,2022_08
2087699-DCA,100 HORATIO ST,110,Manhattan,1006427502.0,Garage,102.0,10014.0,NYCDCWP,-74.0085955,40.7384418,2022_08
2077583-DCA,360 FURMAN ST,444,Brooklyn,3002457501.0,Garage and Parking Lot,302.0,11201.0,NYCDCWP,-74.00018390000001,40.6935104,2022_08
2097647-DCA,888 7TH AVE,225,Manhattan,1010280029.0,Garage,105.0,10106.0,NYCDCWP,-73.9808815,40.76536110000001,2022_08
0959289-DCA,919 3RD AVE,316,Manhattan,1013290001.0,Garage,106.0,10022.0,NYCDCWP,-73.967589,40.7589628,2022_08
2097644-DCA,1540 BROADWAY,100,Manhattan,1009987501.0,Garage,105.0,10036.0,NYCDCWP,-73.98484690000001,40.7580744,2022_08
1205833-DCA,13921 86TH AVE,24,Queens,4097100094.0,Garage,408.0,11435.0,NYCDCWP,-73.816019,40.708314200000004,2022_08
1070441-DCA,1365 YORK AVE,235,Manhattan,1014670018.0,Garage,108.0,10021.0,NYCDCWP,-73.954408,40.7674369,2022_08
1071281-DCA,1749 YORK AVE,130,Manhattan,1015710022.0,Garage,108.0,10128.0,NYCDCWP,-73.9448709,40.779559000000006,2022_08
1190557-DCA,221 E 38TH ST,95,Manhattan,1009190014.0,Garage,106.0,10016.0,NYCDCWP,-73.9746934,40.7479335,2022_08
1250870-DCA,1675 YORK AVE,136,Manhattan,1015680021.0,Garage,108.0,10128.0,NYCDCWP,-73.9463311,40.7777097,2022_08
1269988-DCA,10 BARCLAY ST,75,Manhattan,1000880014.0,Garage,101.0,10007.0,NYCDCWP,-74.00914399999999,40.7122184,2022_08
1070438-DCA,300 E 75TH ST,177,Manhattan,1014490003.0,Garage,108.0,10021.0,NYCDCWP,-73.95669140000001,40.770262100000004,2022_08
1071285-DCA,630 W 246TH ST,84,Bronx,2059090825.0,Garage,208.0,10471.0,NYCDCWP,-73.9109713,40.8915824,2022_08
2057793-DCA,400 E 56TH ST,571,Manhattan,1013670001.0,Garage,106.0,10022.0,NYCDCWP,-73.96312490000001,40.7570978,2022_08
1182251-DCA,333 E 102ND ST,155,Manhattan,1016747501.0,Garage,111.0,10029.0,NYCDCWP,-73.94237609999999,40.787663,2022_08
1198597-DCA,1930 BROADWAY,150,Manhattan,1011170001.0,Garage,107.0,10023.0,NYCDCWP,-73.9816954,40.7724344,2022_08
1374135-DCA,320 W 38TH ST,410,Manhattan,1007610043.0,Garage,104.0,10018.0,NYCDCWP,-73.9931962,40.754968100000006,2022_08
1464152-DCA,330 W 39TH ST,52,Manhattan,1007620060.0,Garage,104.0,10018.0,NYCDCWP,-73.99289300000001,40.755761299999996,2022_08
1070442-DCA,1385 YORK AVE,150,Manhattan,1014680021.0,Garage,108.0,10021.0,NYCDCWP,-73.9534112,40.768012899999995,2022_08
1184438-DCA,10 LIBERTY ST,200,Manhattan,1000420022.0,Garage,101.0,10005.0,NYCDCWP,-74.0081948,40.707363,2022_08
1071280-DCA,500 E 77TH ST,300,Manhattan,1014880001.0,Garage,108.0,10021.0,NYCDCWP,-73.951327,40.769625899999994,2022_08
1467740-DCA,1484 JEROME AVE,174,Bronx,2028440012.0,Garage,204.0,10452.0,NYCDCWP,-73.9159963,40.8420032,2022_08
1460957-DCA,231 E 87TH ST,28,Manhattan,1015330122.0,Garage,108.0,10128.0,NYCDCWP,-73.9518653,40.77905429999999,2022_08
2046483-DCA,124 E 63RD ST,134,Manhattan,1013970061.0,Garage,108.0,10065.0,NYCDCWP,-73.967023,40.7647651,2022_08
2046926-DCA,350 ALBANY ST,49,Manhattan,1000167502.0,Garage,101.0,10280.0,NYCDCWP,-74.01756970000001,40.710106700000004,2022_08
1464995-DCA,214 E 24TH ST,37,Manhattan,1009040043.0,Garage,106.0,10010.0,NYCDCWP,-73.9821412,40.7390309,2022_08
2096938-DCA,433 E 76TH ST,133,Manhattan,1014710031.0,Garage,108.0,10021.0,NYCDCWP,-73.9523051,40.770038,2022_08
1303884-DCA,2080 JEROME AVE,70,Bronx,2031790013.0,Garage,205.0,10453.0,NYCDCWP,-73.9061986,40.8546241,2022_08
1070437-DCA,500 E 85TH ST,77,Manhattan,1015810049.0,Garage,108.0,10028.0,NYCDCWP,-73.9475249,40.774831,2022_08
2045569-DCA,15132 135TH AVE,200,Queens,4121320025.0,Parking Lot,412.0,11434.0,NYCDCWP,-73.78594620000001,40.667381400000004,2022_08
0975588-DCA,3130 GRAND CONCOURSE,95,Bronx,2033117501.0,Garage,207.0,10458.0,NYCDCWP,-73.8856929,40.874897100000005,2022_08
2075038-DCA,1740-1746 ANDREWS AVE,125,Bronx,2028780183.0,Garage,205.0,10453.0,NYCDCWP,-73.9169473,40.8502792,2022_08
1414488-DCA,203 E 71ST ST,98,Manhattan,1014260005.0,Garage,108.0,10021.0,NYCDCWP,-73.9604179,40.7690256,2022_08
1155049-DCA,284 MOTT ST,62,Manhattan,1005080025.0,Garage,102.0,10012.0,NYCDCWP,-73.99394620000001,40.7242818,2022_08
2076276-DCA,340 E 59TH ST,288,Manhattan,1013510032.0,Garage,106.0,10022.0,NYCDCWP,-73.9627842,40.7597025,2022_08
1155370-DCA,308 E 48TH ST,300,Manhattan,1013400044.0,Garage,106.0,10017.0,NYCDCWP,-73.968902,40.753155299999996,2022_08
1445334-DCA,941 GARRISON AVE,105,Bronx,2027340046.0,Parking Lot,202.0,10474.0,NYCDCWP,-73.8908078,40.8186465,2022_08
1310681-DCA,50 E 89TH ST,153,Manhattan,1015000045.0,Garage,108.0,10128.0,NYCDCWP,-73.9569363,40.78221,2022_08
1460721-DCA,1175 YORK AVE,94,Manhattan,1014587502.0,Garage,108.0,10065.0,NYCDCWP,-73.95800009999999,40.761619399999994,2022_08
2089252-DCA,81 MERCER ST,21,Manhattan,1004850028.0,Parking Lot,102.0,10012.0,NYCDCWP,-74.0003499,40.7229233,2022_08
1308680-DCA,305 E 80TH ST,233,Manhattan,1015430005.0,Garage,108.0,10075.0,NYCDCWP,-73.95382590000001,40.7739609,2022_08
2009547-DCA,220 E 117TH ST,100,Manhattan,1016660036.0,Garage,111.0,10035.0,NYCDCWP,-73.9386795,40.7980169,2022_08
2001479-DCA,230 E 30TH ST,25,Manhattan,1009100046.0,Garage,106.0,10016.0,NYCDCWP,-73.9789393,40.7425217,2022_08
1070778-DCA,333 E 56TH ST,150,Manhattan,1013490014.0,Garage,106.0,10022.0,NYCDCWP,-73.9641638,40.758242700000004,2022_08
2049383-DCA,4202 NORTHERN BLVD,300,Queens,4001830051.0,Parking Lot,401.0,11101.0,NYCDCWP,-73.9214041,40.7523861,2022_08
2082390-DCA,38 STATE ST,90,Brooklyn,3002580131.0,Garage,302.0,11201.0,NYCDCWP,-73.9984134,40.6918636,2022_08
1192299-DCA,85 JOHN ST,32,Manhattan,1000770001.0,Garage,101.0,10038.0,NYCDCWP,-74.0064275,40.708529600000006,2022_08
2046567-DCA,111 E 82ND ST,143,Manhattan,1015110006.0,Garage,108.0,10028.0,NYCDCWP,-73.9582573,40.7774896,2022_08
2028584-DCA,688 E GUN HILL RD,9,Bronx,2046280025.0,Parking Lot,212.0,10467.0,NYCDCWP,-73.8676808,40.877293200000004,2022_08
2082096-DCA,1600 SEDGWICK AVE,178,Bronx,2028800091.0,Garage,205.0,10453.0,NYCDCWP,-73.9228838,40.8491964,2022_08
1312446-DCA,27 E 65TH ST,31,Manhattan,1013800023.0,Garage,108.0,10065.0,NYCDCWP,-73.9682455,40.76741129999999,2022_08
1070435-DCA,320 E 46TH ST,49,Manhattan,1013380040.0,Garage,106.0,10017.0,NYCDCWP,-73.9695596,40.751700799999995,2022_08
1377817-DCA,45 W 60TH ST,220,Manhattan,1011130001.0,Garage,107.0,10023.0,NYCDCWP,-73.9837106,40.7699425,2022_08
1070436-DCA,441 E 92ND ST,137,Manhattan,1015730022.0,Garage,108.0,10128.0,NYCDCWP,-73.9445418,40.7802176,2022_08
0469813-DCA,135 E 71ST ST,54,Manhattan,1014060017.0,Garage,108.0,10021.0,NYCDCWP,-73.9627278,40.7701352,2022_08
1185862-DCA,106 CENTRAL PARK S,57,Manhattan,1010117502.0,Parking Lot,105.0,10019.0,NYCDCWP,-73.976896,40.76542620000001,2022_08
2091188-DCA,8213 37TH AVE,139,Queens,4014560035.0,Garage,403.0,11372.0,NYCDCWP,-73.8837056,40.750045899999996,2022_08
2080277-DCA,321 WYTHE AVE,91,Brooklyn,3024160001.0,Garage,301.0,11249.0,NYCDCWP,-73.9647757,40.7138081,2022_08
1221665-DCA,437 MADISON AVE,116,Manhattan,1012850021.0,Garage,105.0,10017.0,NYCDCWP,-73.9753936,40.7573701,2022_08
2081949-DCA,500 METROPOLITAN AVE,152,Brooklyn,3023717501.0,Garage,301.0,11211.0,NYCDCWP,-73.95255470000001,40.7136033,2022_08
2025794-DCA,309 GOLD ST,183,Brooklyn,3001340001.0,Parking Lot,302.0,11201.0,NYCDCWP,-73.9828454,40.695010499999995,2022_08
0889934-DCA,340 E 64TH ST,91,Manhattan,1014387501.0,Garage,108.0,10065.0,NYCDCWP,-73.9603495,40.7626303,2022_08
2000478-DCA,150 MYRTLE AVE,97,Brooklyn,3020607501.0,Garage,302.0,11201.0,NYCDCWP,-73.9827016,40.6931935,2022_08
2066990-DCA,500 E 62ND ST,120,Manhattan,1014740031.0,Garage,108.0,10065.0,NYCDCWP,-73.9583151,40.7601291,2022_08
1319642-DCA,234 W 148TH ST,110,Manhattan,1020337502.0,Garage,110.0,10039.0,NYCDCWP,-73.93979350000001,40.8241967,2022_08
0926039-DCA,360 W BROADWAY,180,Manhattan,1004760073.0,Garage,102.0,10013.0,NYCDCWP,-74.0036871,40.723082500000004,2022_08
1125528-DCA,1 CENTRAL PARK W,88,Manhattan,1011137502.0,Garage,107.0,10023.0,NYCDCWP,-73.98162049999999,40.7691078,2022_08
1460710-DCA,310 W 144TH ST,130,Manhattan,1020440020.0,Garage,110.0,10030.0,NYCDCWP,-73.9433361,40.8223101,2022_08
2071425-DCA,225 W 49TH ST,175,Manhattan,1010210012.0,Garage,105.0,10019.0,NYCDCWP,-73.98527929999999,40.761373600000006,2022_08
1460723-DCA,545 WASHINGTON AVE,67,Brooklyn,3020137503.0,Garage,302.0,11238.0,NYCDCWP,-73.96417240000001,40.681875299999994,2022_08
1474295-DCA,550 W 45TH ST,205,Manhattan,1010737501.0,Garage,104.0,10036.0,NYCDCWP,-73.99658149999999,40.7622089,2022_08
0947720-DCA,7020 AUSTIN ST,126,Queens,4032340173.0,Garage and Parking Lot,406.0,11375.0,NYCDCWP,-73.8463936,40.720507,2022_08
1386548-DCA,60 BAY ST,198,Staten Island,5000050051.0,Garage,501.0,10301.0,NYCDCWP,-74.0762373,40.64048629999999,2022_08
2034503-DCA,8835 165TH ST,49,Queens,0.0,Garage,412.0,11432.0,NYCDCWP,-73.79665369,40.70825687,2022_08
0919735-DCA,6930 AUSTIN ST,121,Queens,4032347501.0,Garage,406.0,11375.0,NYCDCWP,-73.8487149,40.721366499999995,2022_08
1244445-DCA,8811 165TH ST,269,Queens,4098150056.0,Garage,412.0,11432.0,NYCDCWP,-73.7962818,40.7083907,2022_08
0800489-DCA,11835 QUEENS BLVD,582,Queens,4022700041.0,Garage and Parking Lot,406.0,11375.0,NYCDCWP,-73.8306238,40.7152561,2022_08
1386534-DCA,25 WALL ST,171,Staten Island,5000100001.0,Parking Lot,501.0,10301.0,NYCDCWP,-74.0784073,40.6443275,2022_08
2097643-DCA,150 E 58TH ST,260,Manhattan,1013120041.0,Garage,106.0,10155.0,NYCDCWP,-73.96792370000001,40.7610352,2022_08
2097645-DCA,1 PENN PLZ,665,Manhattan,1007830070.0,Garage,105.0,10001.0,NYCDCWP,-73.9923737,40.7512626,2022_08
2021103-DCA,181 E 73RD ST,53,Manhattan,1014080033.0,Garage,108.0,10021.0,NYCDCWP,-73.96029770000001,40.7707575,2022_08
1249271-DCA,203 W 77TH ST,75,Manhattan,1011690028.0,Garage,107.0,10024.0,NYCDCWP,-73.9796598,40.7822382,2022_08
